names,scores,logfoldchanges,pvals,pvals_adj
RP11-361D15.2,0.0,0.0,1.0,1.0
SERPINB10,0.0,0.0,1.0,1.0
FOXB1,0.0,0.0,1.0,1.0
RP11-82L7.4,0.0,0.0,1.0,1.0
LINC00305,0.0,0.0,1.0,1.0
HMSD,0.0,0.0,1.0,1.0
CTD-2501E16.2,0.0,0.0,1.0,1.0
RORA-AS2,0.0,0.0,1.0,1.0
LINC01538,0.0,0.0,1.0,1.0
AC007948.1,0.0,0.0,1.0,1.0
RP11-50C13.1,0.0,0.0,1.0,1.0
AC007631.1,0.0,0.0,1.0,1.0
RP11-355N15.1,0.0,0.0,1.0,1.0
RP11-453M23.1,0.0,0.0,1.0,1.0
RP11-775G23.1,0.0,0.0,1.0,1.0
AQP9,0.0,0.0,1.0,1.0
CTD-2330J20.2,0.0,0.0,1.0,1.0
CDH7,0.0,0.0,1.0,1.0
RP11-389J22.3,0.0,0.0,1.0,1.0
CDH19,0.0,0.0,1.0,1.0
RP11-344A16.2,0.0,0.0,1.0,1.0
CTD-2541J13.1,0.0,0.0,1.0,1.0
CTD-2541J13.2,0.0,0.0,1.0,1.0
CTD-2515H24.2,0.0,0.0,1.0,1.0
RP11-638L3.1,0.0,0.0,1.0,1.0
RP11-554D20.1,0.0,0.0,1.0,1.0
RP11-39M21.1,0.0,0.0,1.0,1.0
RP11-638L3.3,0.0,0.0,1.0,1.0
RP11-69G7.1,0.0,0.0,1.0,1.0
MGC15885,0.0,0.0,1.0,1.0
RP11-625H11.2,0.0,0.0,1.0,1.0
RP11-1069G10.1,0.0,0.0,1.0,1.0
RP11-1069G10.2,0.0,0.0,1.0,1.0
RP11-299P2.2,0.0,0.0,1.0,1.0
RP11-244F12.2,0.0,0.0,1.0,1.0
RP11-640A1.3,0.0,0.0,1.0,1.0
RP11-39M21.2,0.0,0.0,1.0,1.0
RP11-173A16.1,0.0,0.0,1.0,1.0
RP11-321G12.1,0.0,0.0,1.0,1.0
RP11-1096D5.2,0.0,0.0,1.0,1.0
AC007950.1,0.0,0.0,1.0,1.0
AC007950.2,0.0,0.0,1.0,1.0
RP11-879F14.1,0.0,0.0,1.0,1.0
SERPINB5,0.0,0.0,1.0,1.0
RP11-435J9.2,0.0,0.0,1.0,1.0
SERPINB12,0.0,0.0,1.0,1.0
SERPINB13,0.0,0.0,1.0,1.0
SERPINB4,0.0,0.0,1.0,1.0
RP11-299H22.7,0.0,0.0,1.0,1.0
RP11-299H22.6,0.0,0.0,1.0,1.0
SERPINB3,0.0,0.0,1.0,1.0
RP11-1O10.1,0.0,0.0,1.0,1.0
SERPINB11,0.0,0.0,1.0,1.0
SERPINB7,0.0,0.0,1.0,1.0
RP11-162I7.1,0.0,0.0,1.0,1.0
RP11-507B12.1,0.0,0.0,1.0,1.0
RP11-259A24.1,0.0,0.0,1.0,1.0
SERPINB2,0.0,0.0,1.0,1.0
RP11-507B12.2,0.0,0.0,1.0,1.0
CTD-2026J24.1,0.0,0.0,1.0,1.0
RP11-28O3.2,0.0,0.0,1.0,1.0
RP11-659F24.1,0.0,0.0,1.0,1.0
RP11-507J18.2,0.0,0.0,1.0,1.0
CTD-2650P22.1,0.0,0.0,1.0,1.0
RP11-56B16.4,0.0,0.0,1.0,1.0
RP11-231E4.3,0.0,0.0,1.0,1.0
FAM69C,0.0,0.0,1.0,1.0
RP11-231E4.2,0.0,0.0,1.0,1.0
C18orf63,0.0,0.0,1.0,1.0
RP11-669I1.1,0.0,0.0,1.0,1.0
CTD-2184D3.5,0.0,0.0,1.0,1.0
AC018902.1,0.0,0.0,1.0,1.0
CTD-2184D3.3,0.0,0.0,1.0,1.0
RP11-25L3.3,0.0,0.0,1.0,1.0
CTD-2184D3.6,0.0,0.0,1.0,1.0
RP11-126K15.1,0.0,0.0,1.0,1.0
CTD-2184D3.7,0.0,0.0,1.0,1.0
RP11-676J15.1,0.0,0.0,1.0,1.0
RP11-321M21.4,0.0,0.0,1.0,1.0
RP11-56B16.5,0.0,0.0,1.0,1.0
RP11-321M21.3,0.0,0.0,1.0,1.0
SMIM21,0.0,0.0,1.0,1.0
RP11-321M21.1,0.0,0.0,1.0,1.0
RP11-313P18.1,0.0,0.0,1.0,1.0
RP11-313P18.2,0.0,0.0,1.0,1.0
RP11-707P17.2,0.0,0.0,1.0,1.0
RP11-704C2.1,0.0,0.0,1.0,1.0
RP11-173L6.1,0.0,0.0,1.0,1.0
RP11-707P17.1,0.0,0.0,1.0,1.0
GLDN,0.0,0.0,1.0,1.0
RP11-108K3.2,0.0,0.0,1.0,1.0
CYP19A1,0.0,0.0,1.0,1.0
RP11-357H3.1,0.0,0.0,1.0,1.0
RP11-108K3.1,0.0,0.0,1.0,1.0
RP11-94B19.6,0.0,0.0,1.0,1.0
NETO1,0.0,0.0,1.0,1.0
CBLN2,0.0,0.0,1.0,1.0
RP11-526H11.1,0.0,0.0,1.0,1.0
RP11-323F24.3,0.0,0.0,1.0,1.0
RP11-543H23.2,0.0,0.0,1.0,1.0
RP11-48G14.1,0.0,0.0,1.0,1.0
RP11-465I4.2,0.0,0.0,1.0,1.0
DOK6,0.0,0.0,1.0,1.0
RP11-48G14.3,0.0,0.0,1.0,1.0
RP11-17E3.1,0.0,0.0,1.0,1.0
LINC01413,0.0,0.0,1.0,1.0
RP11-736G13.1,0.0,0.0,1.0,1.0
RP11-861L17.3,0.0,0.0,1.0,1.0
RP11-106E15.1,0.0,0.0,1.0,1.0
RP11-128D14.1,0.0,0.0,1.0,1.0
CTD-2515H24.3,0.0,0.0,1.0,1.0
RP11-421N8.2,0.0,0.0,1.0,1.0
CTD-2515H24.4,0.0,0.0,1.0,1.0
RP11-420M1.2,0.0,0.0,1.0,1.0
PYGO1,0.0,0.0,1.0,1.0
RP11-41O4.1,0.0,0.0,1.0,1.0
RP11-484N16.1,0.0,0.0,1.0,1.0
RP11-41O4.2,0.0,0.0,1.0,1.0
GTSCR1,0.0,0.0,1.0,1.0
RP11-384E22.1,0.0,0.0,1.0,1.0
RP11-47G4.2,0.0,0.0,1.0,1.0
LINC01541,0.0,0.0,1.0,1.0
RP11-548M13.1,0.0,0.0,1.0,1.0
RP11-723G8.2,0.0,0.0,1.0,1.0
RP11-643A5.2,0.0,0.0,1.0,1.0
WDR72,0.0,0.0,1.0,1.0
RP11-209E8.1,0.0,0.0,1.0,1.0
RP11-209K10.2,0.0,0.0,1.0,1.0
RP11-723G8.1,0.0,0.0,1.0,1.0
RP11-23N2.4,0.0,0.0,1.0,1.0
RP11-540O11.7,0.0,0.0,1.0,1.0
RP11-540O11.1,0.0,0.0,1.0,1.0
IGHV2-70-1,0.0,0.0,1.0,1.0
RP11-701H24.3,0.0,0.0,1.0,1.0
CFAP61,0.0,0.0,1.0,1.0
RP5-999L4.2,0.0,0.0,1.0,1.0
NPAP1,0.0,0.0,1.0,1.0
RP1-122P22.4,0.0,0.0,1.0,1.0
RP5-1027G4.3,0.0,0.0,1.0,1.0
RP11-97N19.2,0.0,0.0,1.0,1.0
SLC24A3,0.0,0.0,1.0,1.0
PWRN3,0.0,0.0,1.0,1.0
RP11-701H24.4,0.0,0.0,1.0,1.0
AC124312.1,0.0,0.0,1.0,1.0
RP11-97N19.3,0.0,0.0,1.0,1.0
AC124997.1,0.0,0.0,1.0,1.0
SCP2D1,0.0,0.0,1.0,1.0
RP11-2C7.1,0.0,0.0,1.0,1.0
PWRN1,0.0,0.0,1.0,1.0
RP11-107D24.2,0.0,0.0,1.0,1.0
CTD-2129N1.1,0.0,0.0,1.0,1.0
MKRN3-AS1,0.0,0.0,1.0,1.0
GOLGA6L1,0.0,0.0,1.0,1.0
GOLGA8S,0.0,0.0,1.0,1.0
GOLGA6L2,0.0,0.0,1.0,1.0
MKRN3,0.0,0.0,1.0,1.0
AC126407.1,0.0,0.0,1.0,1.0
RP5-1178H5.2,0.0,0.0,1.0,1.0
MAGEL2,0.0,0.0,1.0,1.0
RP11-350A1.2,0.0,0.0,1.0,1.0
RP5-1002M8.4,0.0,0.0,1.0,1.0
RP11-484P15.1,0.0,0.0,1.0,1.0
PWRN4,0.0,0.0,1.0,1.0
PWRN2,0.0,0.0,1.0,1.0
RP11-580I1.1,0.0,0.0,1.0,1.0
RP11-580I1.2,0.0,0.0,1.0,1.0
RP11-1084I9.1,0.0,0.0,1.0,1.0
RP11-1084I9.2,0.0,0.0,1.0,1.0
LINC00929,0.0,0.0,1.0,1.0
RP11-143J24.1,0.0,0.0,1.0,1.0
RP4-568F9.3,0.0,0.0,1.0,1.0
RP13-126C7.1,0.0,0.0,1.0,1.0
FAM189A1,0.0,0.0,1.0,1.0
RP4-726N1.2,0.0,0.0,1.0,1.0
RP11-300A12.2,0.0,0.0,1.0,1.0
RP5-905G11.3,0.0,0.0,1.0,1.0
CTD-2022H16.1,0.0,0.0,1.0,1.0
AC009878.2,0.0,0.0,1.0,1.0
GOLGA8J,0.0,0.0,1.0,1.0
GOLGA8T,0.0,0.0,1.0,1.0
RP11-932O9.4,0.0,0.0,1.0,1.0
DKFZP434L187,0.0,0.0,1.0,1.0
BANF2,0.0,0.0,1.0,1.0
PCSK2,0.0,0.0,1.0,1.0
RP4-568F9.6,0.0,0.0,1.0,1.0
LINC00851,0.0,0.0,1.0,1.0
RP11-578F21.6,0.0,0.0,1.0,1.0
GOLGA8G,0.0,0.0,1.0,1.0
GOLGA8F,0.0,0.0,1.0,1.0
AC090696.2,0.0,0.0,1.0,1.0
OCA2,0.0,0.0,1.0,1.0
RP11-30G8.1,0.0,0.0,1.0,1.0
RP11-30G8.2,0.0,0.0,1.0,1.0
RP11-100M12.3,0.0,0.0,1.0,1.0
RP11-100M12.1,0.0,0.0,1.0,1.0
GABRG3-AS1,0.0,0.0,1.0,1.0
GABRG3,0.0,0.0,1.0,1.0
GABRA5,0.0,0.0,1.0,1.0
AC011196.3,0.0,0.0,1.0,1.0
RP11-379J5.5,0.0,0.0,1.0,1.0
LINC00652,0.0,0.0,1.0,1.0
RP5-1096J16.1,0.0,0.0,1.0,1.0
INSM1,0.0,0.0,1.0,1.0
RP5-1177M21.1,0.0,0.0,1.0,1.0
RP5-984P4.4,0.0,0.0,1.0,1.0
IGHV3OR15-7,0.0,0.0,1.0,1.0
IGHD5OR15-5A,0.0,0.0,1.0,1.0
IGHD4OR15-4A,0.0,0.0,1.0,1.0
IGHD3OR15-3A,0.0,0.0,1.0,1.0
IGHD2OR15-2A,0.0,0.0,1.0,1.0
IGHD1OR15-1A,0.0,0.0,1.0,1.0
RP11-509A17.3,0.0,0.0,1.0,1.0
LINC01193,0.0,0.0,1.0,1.0
GOLGA6L6,0.0,0.0,1.0,1.0
IGHV1OR15-6,0.0,0.0,1.0,1.0
NKX2-2-AS1,0.0,0.0,1.0,1.0
RP11-467L19.16,0.0,0.0,1.0,1.0
RP11-403B2.6,0.0,0.0,1.0,1.0
RP11-403B2.5,0.0,0.0,1.0,1.0
IGHV1OR15-2,0.0,0.0,1.0,1.0
RP1-167O22.1,0.0,0.0,1.0,1.0
IGHV1OR15-9,0.0,0.0,1.0,1.0
IGHVIII-82,0.0,0.0,1.0,1.0
IGHV7-81,0.0,0.0,1.0,1.0
IGHV3-79,0.0,0.0,1.0,1.0
RP5-1065O2.4,0.0,0.0,1.0,1.0
PAX1,0.0,0.0,1.0,1.0
IGHVII-78-1,0.0,0.0,1.0,1.0
IGHV5-78,0.0,0.0,1.0,1.0
IGHVIII-76-1,0.0,0.0,1.0,1.0
RP5-1185K9.1,0.0,0.0,1.0,1.0
IGHV3-76,0.0,0.0,1.0,1.0
IGHV3-75,0.0,0.0,1.0,1.0
IGHVII-74-1,0.0,0.0,1.0,1.0
IGHV3-72,0.0,0.0,1.0,1.0
IGHV3-71,0.0,0.0,1.0,1.0
POTEB2,0.0,0.0,1.0,1.0
NKX2-2,0.0,0.0,1.0,1.0
RP5-872K7.7,0.0,0.0,1.0,1.0
OR4N4,0.0,0.0,1.0,1.0
NKX2-4,0.0,0.0,1.0,1.0
RP11-294C11.5,0.0,0.0,1.0,1.0
RP11-294C11.2,0.0,0.0,1.0,1.0
RP11-361C13.1,0.0,0.0,1.0,1.0
POTEB,0.0,0.0,1.0,1.0
OR4M2,0.0,0.0,1.0,1.0
RP11-2F9.4,0.0,0.0,1.0,1.0
IGHD5OR15-5B,0.0,0.0,1.0,1.0
IGHV1OR15-1,0.0,0.0,1.0,1.0
IGHV1OR15-3,0.0,0.0,1.0,1.0
IGHV4OR15-8,0.0,0.0,1.0,1.0
IGHV1OR15-4,0.0,0.0,1.0,1.0
GOLGA6L22,0.0,0.0,1.0,1.0
KIZ-AS1,0.0,0.0,1.0,1.0
RP11-294C11.4,0.0,0.0,1.0,1.0
RP11-294C11.6,0.0,0.0,1.0,1.0
RP11-294C11.3,0.0,0.0,1.0,1.0
RP11-294C11.1,0.0,0.0,1.0,1.0
RP11-983G14.1,0.0,0.0,1.0,1.0
RP11-227D2.3,0.0,0.0,1.0,1.0
RP11-11H9.2,0.0,0.0,1.0,1.0
POTEB3,0.0,0.0,1.0,1.0
RP11-275E15.3,0.0,0.0,1.0,1.0
RP11-275E15.2,0.0,0.0,1.0,1.0
RP11-32B5.7,0.0,0.0,1.0,1.0
RP11-854K16.3,0.0,0.0,1.0,1.0
RP5-984P4.6,0.0,0.0,1.0,1.0
IGHD1OR15-1B,0.0,0.0,1.0,1.0
IGHD2OR15-2B,0.0,0.0,1.0,1.0
IGHD3OR15-3B,0.0,0.0,1.0,1.0
IGHD4OR15-4B,0.0,0.0,1.0,1.0
CHRFAM7A,0.0,0.0,1.0,1.0
AC026150.8,0.0,0.0,1.0,1.0
RP5-1195D24.1,0.0,0.0,1.0,1.0
RP11-624L4.2,0.0,0.0,1.0,1.0
RP5-1022P6.5,0.0,0.0,1.0,1.0
RP5-1022P6.4,0.0,0.0,1.0,1.0
RP5-1022P6.7,0.0,0.0,1.0,1.0
RP11-265N7.1,0.0,0.0,1.0,1.0
C15orf54,0.0,0.0,1.0,1.0
RP11-462P6.1,0.0,0.0,1.0,1.0
RP11-27M9.1,0.0,0.0,1.0,1.0
RP5-1116H23.4,0.0,0.0,1.0,1.0
LINC00654,0.0,0.0,1.0,1.0
RP5-828H9.1,0.0,0.0,1.0,1.0
LINC00658,0.0,0.0,1.0,1.0
RP5-828H9.4,0.0,0.0,1.0,1.0
GPR176,0.0,0.0,1.0,1.0
RP11-325N19.3,0.0,0.0,1.0,1.0
MCM8-AS1,0.0,0.0,1.0,1.0
RP5-967N21.11,0.0,0.0,1.0,1.0
LRRN4,0.0,0.0,1.0,1.0
RP5-1056H1.2,0.0,0.0,1.0,1.0
RP11-265N7.2,0.0,0.0,1.0,1.0
RP11-62C7.2,0.0,0.0,1.0,1.0
RP11-624L4.1,0.0,0.0,1.0,1.0
RP11-326N17.2,0.0,0.0,1.0,1.0
RP11-326N17.1,0.0,0.0,1.0,1.0
C15orf53,0.0,0.0,1.0,1.0
FERMT1,0.0,0.0,1.0,1.0
CASC20,0.0,0.0,1.0,1.0
RP11-275I4.1,0.0,0.0,1.0,1.0
RP11-102L12.2,0.0,0.0,1.0,1.0
RASGRP1,0.0,0.0,1.0,1.0
RP5-859D4.3,0.0,0.0,1.0,1.0
RP4-764O22.1,0.0,0.0,1.0,1.0
PROKR2,0.0,0.0,1.0,1.0
RP5-1116H23.5,0.0,0.0,1.0,1.0
RP11-19D2.2,0.0,0.0,1.0,1.0
AC022405.1,0.0,0.0,1.0,1.0
LINC01433,0.0,0.0,1.0,1.0
RP11-64K12.8,0.0,0.0,1.0,1.0
RP11-352D3.2,0.0,0.0,1.0,1.0
RP11-111A22.1,0.0,0.0,1.0,1.0
SPEF1,0.0,0.0,1.0,1.0
GFRA4,0.0,0.0,1.0,1.0
AVP,0.0,0.0,1.0,1.0
RP11-521C20.2,0.0,0.0,1.0,1.0
OXT,0.0,0.0,1.0,1.0
GNRH2,0.0,0.0,1.0,1.0
C15orf62,0.0,0.0,1.0,1.0
PPP1R14D,0.0,0.0,1.0,1.0
TMEM239,0.0,0.0,1.0,1.0
RHOV,0.0,0.0,1.0,1.0
ADRA1D,0.0,0.0,1.0,1.0
RP11-64K12.9,0.0,0.0,1.0,1.0
RP11-307O10.1,0.0,0.0,1.0,1.0
RP5-1164C1.2,0.0,0.0,1.0,1.0
PRND,0.0,0.0,1.0,1.0
RP11-64K12.4,0.0,0.0,1.0,1.0
PRNT,0.0,0.0,1.0,1.0
RP5-1068H6.6,0.0,0.0,1.0,1.0
PHGR1,0.0,0.0,1.0,1.0
RP11-133K1.6,0.0,0.0,1.0,1.0
PLCB2-AS1,0.0,0.0,1.0,1.0
ANKRD63,0.0,0.0,1.0,1.0
RP5-1116H23.6,0.0,0.0,1.0,1.0
PAK6,0.0,0.0,1.0,1.0
BUB1B-PAK6,0.0,0.0,1.0,1.0
BUB1B,0.0,0.0,1.0,1.0
RP11-521C20.3,0.0,0.0,1.0,1.0
RP11-19D2.1,0.0,0.0,1.0,1.0
RP11-1008C21.1,0.0,0.0,1.0,1.0
GOLGA8H,0.0,0.0,1.0,1.0
RP5-1069C8.2,0.0,0.0,1.0,1.0
SCG5,0.0,0.0,1.0,1.0
RP11-1000B6.2,0.0,0.0,1.0,1.0
RP11-758N13.1,0.0,0.0,1.0,1.0
ISM1,0.0,0.0,1.0,1.0
RP11-157E14.1,0.0,0.0,1.0,1.0
RP5-1069C8.3,0.0,0.0,1.0,1.0
RP11-102J14.1,0.0,0.0,1.0,1.0
RP11-1084A12.2,0.0,0.0,1.0,1.0
RP11-489D6.2,0.0,0.0,1.0,1.0
RP4-796I8.1,0.0,0.0,1.0,1.0
RYR3,0.0,0.0,1.0,1.0
RP11-3D4.4,0.0,0.0,1.0,1.0
LINC00687,0.0,0.0,1.0,1.0
RP11-3D4.2,0.0,0.0,1.0,1.0
RP11-1000B6.5,0.0,0.0,1.0,1.0
GOLGA8O,0.0,0.0,1.0,1.0
GOLGA8K,0.0,0.0,1.0,1.0
RP5-1077I2.3,0.0,0.0,1.0,1.0
RP4-585I14.3,0.0,0.0,1.0,1.0
RP11-717I24.1,0.0,0.0,1.0,1.0
CHRNA7,0.0,0.0,1.0,1.0
SEL1L2,0.0,0.0,1.0,1.0
RP11-16E12.2,0.0,0.0,1.0,1.0
RP11-348B17.1,0.0,0.0,1.0,1.0
TRPM1,0.0,0.0,1.0,1.0
MACROD2-AS1,0.0,0.0,1.0,1.0
RP5-974N19.1,0.0,0.0,1.0,1.0
RP11-388K2.1,0.0,0.0,1.0,1.0
RP4-777L9.3,0.0,0.0,1.0,1.0
RP11-932O9.8,0.0,0.0,1.0,1.0
OTOR,0.0,0.0,1.0,1.0
CHRM5,0.0,0.0,1.0,1.0
NUTM1,0.0,0.0,1.0,1.0
TMCO5A,0.0,0.0,1.0,1.0
RP11-475A13.1,0.0,0.0,1.0,1.0
SNAP25-AS1,0.0,0.0,1.0,1.0
RP5-839B4.8,0.0,0.0,1.0,1.0
RP5-986I17.2,0.0,0.0,1.0,1.0
RP11-184D12.1,0.0,0.0,1.0,1.0
RP11-684B21.1,0.0,0.0,1.0,1.0
RP11-475A13.2,0.0,0.0,1.0,1.0
RP11-16L14.2,0.0,0.0,1.0,1.0
RP5-1128N12.3,0.0,0.0,1.0,1.0
LAMP5,0.0,0.0,1.0,1.0
LAMP5-AS1,0.0,0.0,1.0,1.0
RP5-971N18.3,0.0,0.0,1.0,1.0
RP11-128A17.2,0.0,0.0,1.0,1.0
RP5-988G17.1,0.0,0.0,1.0,1.0
RP11-720L8.1,0.0,0.0,1.0,1.0
RP11-416N4.4,0.0,0.0,1.0,1.0
RP11-323I15.5,0.0,0.0,1.0,1.0
RP11-416N4.1,0.0,0.0,1.0,1.0
NANOGP8,0.0,0.0,1.0,1.0
SNAP25,0.0,0.0,1.0,1.0
RP11-463I20.2,0.0,0.0,1.0,1.0
RP11-463I20.3,0.0,0.0,1.0,1.0
RP1-278O22.1,0.0,0.0,1.0,1.0
RP1-278O22.2,0.0,0.0,1.0,1.0
ACTC1,0.0,0.0,1.0,1.0
RP11-814P5.1,0.0,0.0,1.0,1.0
RP4-697P8.3,0.0,0.0,1.0,1.0
RP11-103J8.2,0.0,0.0,1.0,1.0
GJD2,0.0,0.0,1.0,1.0
CTD-2125J1.1,0.0,0.0,1.0,1.0
C20orf187,0.0,0.0,1.0,1.0
RP4-734C18.1,0.0,0.0,1.0,1.0
RP3-514A23.2,0.0,0.0,1.0,1.0
RGS6,0.0,0.0,1.0,1.0
CDH20,0.0,0.0,1.0,1.0
CTD-2192J16.26,0.0,0.0,1.0,1.0
CTD-2659N19.9,0.0,0.0,1.0,1.0
ATP11A-AS1,0.0,0.0,1.0,1.0
BEST2,0.0,0.0,1.0,1.0
RP11-120K24.3,0.0,0.0,1.0,1.0
CTD-2659N19.4,0.0,0.0,1.0,1.0
CTD-2659N19.2,0.0,0.0,1.0,1.0
F10-AS1,0.0,0.0,1.0,1.0
SPACA7,0.0,0.0,1.0,1.0
PROZ,0.0,0.0,1.0,1.0
RP11-98F14.11,0.0,0.0,1.0,1.0
CTD-2192J16.24,0.0,0.0,1.0,1.0
CTD-2192J16.11,0.0,0.0,1.0,1.0
CTD-2192J16.20,0.0,0.0,1.0,1.0
CTD-2192J16.17,0.0,0.0,1.0,1.0
ATP11AUN,0.0,0.0,1.0,1.0
LINC01044,0.0,0.0,1.0,1.0
DOCK9-AS1,0.0,0.0,1.0,1.0
RP11-65D24.2,0.0,0.0,1.0,1.0
LINC00431,0.0,0.0,1.0,1.0
LINC00368,0.0,0.0,1.0,1.0
ARHGEF7-AS2,0.0,0.0,1.0,1.0
ARHGEF7-AS1,0.0,0.0,1.0,1.0
TEX29,0.0,0.0,1.0,1.0
RTBDN,0.0,0.0,1.0,1.0
RP11-65D24.1,0.0,0.0,1.0,1.0
LINC01043,0.0,0.0,1.0,1.0
LINC00354,0.0,0.0,1.0,1.0
SOX1,0.0,0.0,1.0,1.0
RP11-450H6.3,0.0,0.0,1.0,1.0
LINC00404,0.0,0.0,1.0,1.0
LINC00403,0.0,0.0,1.0,1.0
LINC01070,0.0,0.0,1.0,1.0
DCUN1D2-AS,0.0,0.0,1.0,1.0
CTD-3105H18.7,0.0,0.0,1.0,1.0
CTD-3105H18.18,0.0,0.0,1.0,1.0
RP11-496I2.2,0.0,0.0,1.0,1.0
CTD-2006C1.13,0.0,0.0,1.0,1.0
CTD-2311B13.2,0.0,0.0,1.0,1.0
POTEM,0.0,0.0,1.0,1.0
CTD-2311B13.5,0.0,0.0,1.0,1.0
CTD-2314B22.1,0.0,0.0,1.0,1.0
RP11-146E13.4,0.0,0.0,1.0,1.0
CTC-499B15.8,0.0,0.0,1.0,1.0
ATP4B,0.0,0.0,1.0,1.0
ZNF491,0.0,0.0,1.0,1.0
LINC01297,0.0,0.0,1.0,1.0
POTEG,0.0,0.0,1.0,1.0
CTC-499B15.7,0.0,0.0,1.0,1.0
RP11-244H18.1,0.0,0.0,1.0,1.0
RP11-244H18.3,0.0,0.0,1.0,1.0
RP11-536C10.16,0.0,0.0,1.0,1.0
RP11-536C10.7,0.0,0.0,1.0,1.0
CTD-2006C1.10,0.0,0.0,1.0,1.0
OR11H12,0.0,0.0,1.0,1.0
RP11-536C10.4,0.0,0.0,1.0,1.0
LINC01054,0.0,0.0,1.0,1.0
ZNF878,0.0,0.0,1.0,1.0
ZNF788,0.0,,1.0,1.0
ZNF20,0.0,0.0,1.0,1.0
ZNF625,0.0,0.0,1.0,1.0
LINC00565,0.0,0.0,1.0,1.0
LINC00452,0.0,0.0,1.0,1.0
LINC00453,0.0,0.0,1.0,1.0
LINC00454,0.0,0.0,1.0,1.0
RP11-199F6.4,0.0,0.0,1.0,1.0
CTD-3105H18.16,0.0,0.0,1.0,1.0
GRK1,0.0,0.0,1.0,1.0
RP11-365P13.5,0.0,0.0,1.0,1.0
CTD-2265O21.3,0.0,0.0,1.0,1.0
MAST1,0.0,0.0,1.0,1.0
CTB-55O6.4,0.0,0.0,1.0,1.0
RP11-397O8.7,0.0,0.0,1.0,1.0
FGF14-AS1,0.0,0.0,1.0,1.0
LINC00555,0.0,0.0,1.0,1.0
RP11-29B2.6,0.0,0.0,1.0,1.0
PALM3,0.0,0.0,1.0,1.0
METTL21C,0.0,0.0,1.0,1.0
CCDC168,0.0,0.0,1.0,1.0
AC008686.1,0.0,0.0,1.0,1.0
LINC00283,0.0,0.0,1.0,1.0
RLN3,0.0,0.0,1.0,1.0
CTB-55O6.13,0.0,0.0,1.0,1.0
BIVM-ERCC5,0.0,0.0,1.0,1.0
CTD-3252C9.2,0.0,0.0,1.0,1.0
RP11-255P5.2,0.0,0.0,1.0,1.0
FGF14,0.0,0.0,1.0,1.0
CTB-55O6.10,0.0,0.0,1.0,1.0
LINC00411,0.0,0.0,1.0,1.0
NALCN-AS1,0.0,0.0,1.0,1.0
RP11-151A6.6,0.0,0.0,1.0,1.0
PCCA-AS1,0.0,0.0,1.0,1.0
CTD-2189E23.1,0.0,0.0,1.0,1.0
LINC00554,0.0,0.0,1.0,1.0
ZIC5,0.0,0.0,1.0,1.0
CTD-2189E23.2,0.0,0.0,1.0,1.0
CLYBL-AS1,0.0,0.0,1.0,1.0
CLYBL-AS2,0.0,0.0,1.0,1.0
CTC-548K16.2,0.0,0.0,1.0,1.0
LINC01039,0.0,0.0,1.0,1.0
CTC-548K16.1,0.0,0.0,1.0,1.0
RP11-214F16.8,0.0,0.0,1.0,1.0
CTC-548K16.5,0.0,0.0,1.0,1.0
RP11-255P5.3,0.0,0.0,1.0,1.0
SLC10A2,0.0,0.0,1.0,1.0
LINC00567,0.0,0.0,1.0,1.0
RP11-403A3.2,0.0,0.0,1.0,1.0
LINC00399,0.0,0.0,1.0,1.0
LINC00676,0.0,0.0,1.0,1.0
RP11-40E6.1,0.0,0.0,1.0,1.0
RP11-40E6.2,0.0,0.0,1.0,1.0
RP11-403A3.1,0.0,0.0,1.0,1.0
RP11-403A3.3,0.0,0.0,1.0,1.0
LINC00396,0.0,0.0,1.0,1.0
LINC01309,0.0,0.0,1.0,1.0
FARSA-AS1,0.0,0.0,1.0,1.0
COL4A2-AS2,0.0,0.0,1.0,1.0
COL4A2-AS1,0.0,0.0,1.0,1.0
RP11-90L1.8,0.0,0.0,1.0,1.0
SYCE2,0.0,0.0,1.0,1.0
CTD-2265O21.7,0.0,0.0,1.0,1.0
LINC01067,0.0,0.0,1.0,1.0
LINC00370,0.0,0.0,1.0,1.0
MYO16-AS1,0.0,0.0,1.0,1.0
MYO16-AS2,0.0,0.0,1.0,1.0
CTC-239J10.1,0.0,0.0,1.0,1.0
RP11-346C4.3,0.0,0.0,1.0,1.0
AC007787.2,0.0,0.0,1.0,1.0
RP11-282A11.4,0.0,0.0,1.0,1.0
AC005546.2,0.0,0.0,1.0,1.0
RP11-282A11.3,0.0,0.0,1.0,1.0
LINC00443,0.0,0.0,1.0,1.0
LINC00551,0.0,0.0,1.0,1.0
CTC-250I14.3,0.0,0.0,1.0,1.0
LINC00460,0.0,0.0,1.0,1.0
RP11-252M24.1,0.0,0.0,1.0,1.0
DAOA,0.0,0.0,1.0,1.0
DAOA-AS1,0.0,0.0,1.0,1.0
RP11-597A11.6,0.0,0.0,1.0,1.0
RP11-597A11.2,0.0,0.0,1.0,1.0
OR11H2,0.0,0.0,1.0,1.0
TRAV21,0.0,0.0,1.0,1.0
TRAV8-6,0.0,0.0,1.0,1.0
TRAV16,0.0,0.0,1.0,1.0
TRAV17,0.0,0.0,1.0,1.0
TRAV18,0.0,0.0,1.0,1.0
TRAV19,0.0,0.0,1.0,1.0
TRAV20,0.0,0.0,1.0,1.0
TRAV22,0.0,0.0,1.0,1.0
TRAV28,0.0,0.0,1.0,1.0
